Time,HMDP.x,HMDP.y,HMDP.z,HMDR_Q.x,HMDR_Q.y,HMDR_Q.z,HMDR_Q.w,LeftHandP.x,LeftHandP.y,LeftHandP.z,LeftHandR_Q.x,LeftHandR_Q.y,LeftHandR_Q.z,LeftHandR_Q.w,RightHandP.x,RightHandP.y,RightHandP.z,RightHandR_Q.x,RightHandR_Q.y,RightHandR_Q.z,RightHandR_Q.w,TriggerPull
29.83313,0.107542,1.214613,0.2671782,-0.0607172,0.1391208,-0.000350157,-0.9884122,-0.0208959,1.161444,0.638855,0.4055546,0.06774597,0.4634887,-0.7849296,0.2407893,1.243683,0.5446616,0.6273402,0.1699945,0.4786871,-0.5902582,1
29.84424,0.1076367,1.21459,0.2670829,-0.06090458,0.1386064,-0.0005042834,-0.988473,-0.02069992,1.161619,0.6388548,0.405862,0.06778993,0.4637696,-0.7846007,0.2409911,1.243817,0.5445921,0.6273097,0.1698136,0.4790621,-0.5900385,1
29.8557,0.1077464,1.214628,0.2670498,-0.06097371,0.1379743,-0.0006729616,-0.988557,-0.02064484,1.161778,0.6387997,0.4062856,0.06779756,0.4637966,-0.7843649,0.2411041,1.243864,0.5445052,0.6275579,0.1693978,0.4790221,-0.5899264,1
29.86649,0.1076581,1.214824,0.2672314,-0.0611313,0.1371773,-0.0009878301,-0.988658,-0.0206849,1.161914,0.6387559,0.4065835,0.06807458,0.4635599,-0.7843264,0.2414393,1.243849,0.544223,0.6282793,0.1687547,0.4790228,-0.5893421,1
29.8775,0.1078363,1.214853,0.2672106,-0.06118168,0.1363771,-0.001179098,-0.9887652,-0.02062756,1.162104,0.6387908,0.4069268,0.06833046,0.4635886,-0.7841092,0.2416956,1.243977,0.5439879,0.6286426,0.1686061,0.4794082,-0.5886837,1
29.88863,0.1080183,1.214865,0.2671926,-0.06126877,0.1354094,-0.001405463,-0.9888926,-0.02038693,1.16223,0.6388066,0.4072397,0.06821232,0.4642304,-0.7835771,0.2418998,1.24402,0.5438242,0.6286784,0.1684126,0.4796785,-0.5884804,1
29.89972,0.1081713,1.214807,0.2671807,-0.06124039,0.1345558,-0.001733577,-0.9890104,-0.02033699,1.162178,0.6386721,0.4075831,0.06842737,0.4649516,-0.782952,0.2420303,1.244202,0.5437064,0.6285477,0.1681647,0.4799285,-0.588487,1
29.91148,0.1083161,1.214846,0.2671434,-0.06133157,0.1337428,-0.002100201,-0.9891143,-0.0202015,1.162167,0.6387062,0.407493,0.06841312,0.46586,-0.7824599,0.2421664,1.244233,0.5436718,0.6285976,0.1683524,0.4801807,-0.5881744,1
29.92256,0.1084205,1.214838,0.2671291,-0.06127362,0.1329484,-0.002488277,-0.9892241,-0.02008653,1.162084,0.6386452,0.4070188,0.06832439,0.4664724,-0.7823498,0.2422918,1.244223,0.5434836,0.6288337,0.1683407,0.4801995,-0.5879099,1
29.93308,0.1085813,1.214836,0.267142,-0.0612771,0.1324439,-0.002845386,-0.9892905,-0.01996994,1.162108,0.6386904,0.4069472,0.06820427,0.466308,-0.7824956,0.2423406,1.244235,0.543371,0.6290004,0.1682497,0.4802339,-0.5877295,1
29.94443,0.1086502,1.21485,0.2671405,-0.06124774,0.1318644,-0.003075997,-0.9893691,-0.01992565,1.162213,0.6386805,0.4072567,0.06799005,0.464967,-0.7831507,0.242299,1.244311,0.543275,0.6290664,0.1684982,0.4799339,-0.5878327,1
29.95531,0.1087797,1.214883,0.2671538,-0.06128947,0.1313933,-0.003205344,-0.9894287,-0.01974845,1.162374,0.6387705,0.4073347,0.068105,0.4647228,-0.7832451,0.2420782,1.244246,0.5432304,0.6292492,0.1687615,0.4791435,-0.5882062,1
29.96637,0.1088568,1.214881,0.267148,-0.06130099,0.1310552,-0.003319682,-0.9894724,-0.01966697,1.162353,0.6388451,0.4070425,0.06758701,0.4651821,-0.7831692,0.2420206,1.24433,0.5431988,0.6292914,0.1689519,0.4787286,-0.5884441,1
29.97757,0.1089062,1.214903,0.2670571,-0.06122338,0.1307003,-0.003341557,-0.9895242,-0.01941222,1.162428,0.6387909,0.4069384,0.06731366,0.465308,-0.783172,0.2419399,1.244381,0.5432866,0.6293081,0.1693146,0.4784981,-0.5885096,1
29.98863,0.1089726,1.215032,0.2670434,-0.0612395,0.1305929,-0.003325826,-0.9895374,-0.01935959,1.162268,0.6387579,0.4068412,0.06701592,0.4653917,-0.7831984,0.2419298,1.244172,0.5430833,0.6289375,0.1696606,0.4790944,-0.588321,1
29.99969,0.1091399,1.214923,0.2668777,-0.0612406,0.1306451,-0.003165703,-0.9895309,-0.01934683,1.162378,0.6388251,0.40666,0.06734412,0.4654849,-0.7832089,0.2418013,1.244131,0.5431858,0.6285011,0.169531,0.4791146,-0.588808,1
30.01129,0.1091364,1.214963,0.2668443,-0.06120863,0.1307384,-0.002903657,-0.9895214,-0.01949543,1.162278,0.6386155,0.4069355,0.06772783,0.4654933,-0.7830277,0.2417558,1.244243,0.543376,0.6279039,0.169753,0.4791753,-0.5893316,1
30.02229,0.1091038,1.215019,0.2668112,-0.06114349,0.130913,-0.00251285,-0.9895035,-0.01927036,1.162218,0.6384838,0.4075521,0.06762618,0.4654491,-0.782742,0.2416589,1.244197,0.5434761,0.6275059,0.1703667,0.4791347,-0.5896112,1
30.03301,0.1090798,1.215067,0.266817,-0.0610552,0.1311207,-0.002312837,-0.9894819,-0.01922619,1.16224,0.6383878,0.407821,0.06776007,0.4654525,-0.7825884,0.2415456,1.244203,0.5434509,0.6274677,0.1705187,0.4788113,-0.5898706,1
30.04422,0.1090399,1.215113,0.2667658,-0.06084942,0.1313011,-0.002044475,-0.9894713,-0.01912063,1.162274,0.6383168,0.4070724,0.0676287,0.4660006,-0.7826635,0.2414356,1.244183,0.5434217,0.6277319,0.1705028,0.4781371,-0.5901409,1
30.05518,0.1091655,1.2151,0.2666742,-0.06068559,0.1315256,-0.001845563,-0.9894518,-0.01899463,1.1624,0.6386408,0.4067827,0.06775519,0.465688,-0.7829891,0.2412328,1.244098,0.5434763,0.627752,0.1708793,0.4775818,-0.5904602,1
30.06645,0.1091555,1.215219,0.2666427,-0.0605135,0.1316297,-0.001750584,-0.9894487,-0.01906121,1.162373,0.6385515,0.4070648,0.06779364,0.4651959,-0.7831317,0.2410116,1.244155,0.5434901,0.6277058,0.1711543,0.4768686,-0.5910059,1
30.07762,0.1091769,1.215238,0.2665923,-0.0603101,0.1317164,-0.001697799,-0.9894497,-0.01893592,1.162651,0.6385905,0.4074586,0.06845938,0.4644414,-0.7833166,0.240903,1.24431,0.5433951,0.627594,0.1711812,0.4763454,-0.5915385,1
30.0885,0.1091517,1.215259,0.266679,-0.06018329,0.1317731,-0.001815996,-0.9894496,-0.01929045,1.163016,0.6382069,0.4096169,0.07050983,0.4625057,-0.7831544,0.2408166,1.244373,0.5433761,0.6275312,0.1708727,0.4760029,-0.5919698,1
30.09983,0.1091812,1.215271,0.2666512,-0.06014532,0.131856,-0.001837479,-0.9894408,-0.01967061,1.163151,0.6377797,0.4107492,0.07217472,0.4617447,-0.7828588,0.2408137,1.244431,0.5433373,0.6275488,0.1706541,0.4760623,-0.5919666,1
30.11119,0.1091483,1.215293,0.2665981,-0.06018482,0.1317947,-0.001806842,-0.9894466,-0.01985198,1.163159,0.6376173,0.4114001,0.07342593,0.462747,-0.7818081,0.2410614,1.244365,0.5431861,0.6278224,0.1708018,0.4768799,-0.5909749,1
30.12187,0.1091589,1.215278,0.2665708,-0.06025875,0.1317483,-0.001969712,-0.989448,-0.01977414,1.162929,0.6374064,0.4112313,0.07398174,0.4643314,-0.7809047,0.2412145,1.244351,0.5430201,0.6279697,0.1709184,0.4771501,-0.5905664,1
30.13299,0.1091462,1.215295,0.2665228,-0.06024426,0.1315647,-0.002091462,-0.9894732,-0.01980215,1.162834,0.6373864,0.4112046,0.07431785,0.4648887,-0.780555,0.2411957,1.244336,0.5428581,0.628029,0.1710428,0.4771391,-0.5904762,1
30.1441,0.109114,1.215301,0.2665077,-0.06031308,0.1312719,-0.002283095,-0.9895074,-0.01986182,1.162749,0.6372088,0.4111136,0.07436749,0.4643959,-0.7808915,0.2412665,1.24439,0.5427338,0.6280241,0.1711728,0.4773678,-0.5902589,1
30.15515,0.1091158,1.215315,0.2665154,-0.06028162,0.1311151,-0.002430319,-0.9895298,-0.01993501,1.162625,0.6372329,0.4107327,0.07436576,0.4641186,-0.781257,0.2412984,1.244364,0.5427641,0.6280549,0.1714423,0.4778235,-0.589779,1
30.16636,0.1090704,1.215311,0.2665086,-0.06026853,0.1307936,-0.002840356,-0.989572,-0.01983285,1.162542,0.6377111,0.4096535,0.07333083,0.464091,-0.7819374,0.2413954,1.24446,0.5426586,0.6281822,0.1714656,0.4784707,-0.5891115,1
30.1774,0.1090145,1.215262,0.2664962,-0.06035538,0.1305931,-0.003289033,-0.9895918,-0.01973414,1.162355,0.6379974,0.4091659,0.07268481,0.4640383,-0.7822842,0.2413868,1.244512,0.5426692,0.6281504,0.1713282,0.4786008,-0.5890797,1
30.18848,0.1089721,1.215222,0.2664369,-0.0602722,0.1303343,-0.003888891,-0.9896289,-0.01985353,1.162274,0.6382024,0.4088998,0.07187042,0.4631739,-0.7830105,0.2413158,1.244676,0.5426979,0.6281248,0.1711322,0.4781303,-0.589546,1
30.19964,0.1088825,1.215244,0.2664661,-0.06024155,0.1300984,-0.00436708,-0.9896597,-0.02012235,1.16219,0.6383414,0.408503,0.07221343,0.4632415,-0.7831461,0.2411909,1.244659,0.5426311,0.6283132,0.171071,0.4774007,-0.589954,1
30.21073,0.1088254,1.215254,0.266457,-0.06016281,0.1298085,-0.004795416,-0.9897006,-0.02027559,1.162156,0.6384736,0.4081743,0.07284429,0.4635276,-0.7830899,0.2410262,1.244699,0.5426366,0.6284853,0.1714016,0.476954,-0.5900362,1
30.22243,0.1087845,1.215253,0.266439,-0.06009661,0.1296082,-0.005267866,-0.9897285,-0.02035403,1.162055,0.6386112,0.4080124,0.07322446,0.4645681,-0.7825219,0.2409639,1.244611,0.5425013,0.6287364,0.1715621,0.4766579,-0.5899612,1
30.23353,0.1087285,1.215291,0.2664186,-0.06000466,0.1294536,-0.005751422,-0.9897516,-0.02032232,1.161984,0.6387016,0.4080234,0.07311036,0.4652368,-0.7821295,0.2408679,1.244632,0.5424629,0.6287513,0.171732,0.4765981,-0.5899443,1
30.2444,0.1087285,1.215256,0.2663801,-0.0599666,0.1293454,-0.006127872,-0.9897658,-0.02013421,1.161943,0.6383358,0.4082882,0.07258852,0.4653114,-0.7819955,0.2408723,1.244495,0.5424653,0.6285669,0.1718834,0.4767816,-0.5899484,1
30.25516,0.1086681,1.215261,0.2663649,-0.05994092,0.1291464,-0.006518916,-0.9897908,-0.02011168,1.16198,0.6382692,0.4082285,0.07230543,0.4647243,-0.7824019,0.2407026,1.244571,0.5424054,0.6282355,0.1723483,0.476847,-0.5901128,1
30.26627,0.1086183,1.215238,0.2663569,-0.05992659,0.1291011,-0.006852213,-0.9897954,-0.02011299,1.162113,0.6383047,0.4081781,0.0723277,0.4641418,-0.782772,0.2405806,1.244548,0.5425493,0.6276899,0.1730413,0.476803,-0.5905261,1
30.27744,0.1085919,1.215158,0.2662833,-0.05993308,0.1289808,-0.007215268,-0.989808,-0.02014148,1.162012,0.6382335,0.4081286,0.07220101,0.4641298,-0.7828166,0.2403835,1.244334,0.5425432,0.6276696,0.1733286,0.476312,-0.5908595,1
30.2884,0.108518,1.21512,0.2662894,-0.06002698,0.1288909,-0.007496109,-0.9898121,-0.02004826,1.162024,0.6381782,0.4081161,0.07234103,0.4650447,-0.7822669,0.2401792,1.244316,0.5424774,0.6278961,0.1732385,0.4754351,-0.5913514,1
30.29954,0.1084432,1.21516,0.2663094,-0.0602561,0.1287931,-0.007770326,-0.9898087,-0.01996738,1.162067,0.6382635,0.4080446,0.07246542,0.4653154,-0.7821316,0.2399211,1.244286,0.542473,0.6280925,0.1730571,0.474606,-0.5918618,1
30.31066,0.1083928,1.215179,0.2662585,-0.06032048,0.1286771,-0.007916867,-0.9898188,-0.01988029,1.162208,0.6381958,0.4083473,0.07252026,0.4648017,-0.7822742,0.2397265,1.244171,0.5425465,0.6283554,0.1724068,0.4734007,-0.592737,1
30.3224,0.1083052,1.215148,0.266276,-0.06032062,0.1285423,-0.008258418,-0.9898335,-0.0198192,1.162605,0.6380862,0.4089913,0.07289909,0.4639289,-0.7824205,0.2395539,1.24411,0.5425674,0.6279977,0.1722323,0.4734597,-0.5931196,1
30.3329,0.108238,1.21516,0.266367,-0.06053791,0.1285048,-0.008591454,-0.9898222,-0.01979208,1.162794,0.6380105,0.4094038,0.07332669,0.4636084,-0.7823549,0.2396163,1.244134,0.542403,0.6275223,0.1723081,0.474342,-0.5928957,1
30.34406,0.1081423,1.215133,0.2663873,-0.06057647,0.1283494,-0.009052351,-0.9898359,-0.02002054,1.162949,0.6381681,0.4094212,0.07407692,0.4640667,-0.7820032,0.2399099,1.243989,0.5424513,0.627063,0.1722971,0.4759903,-0.5920632,1
30.35513,0.1080223,1.215064,0.2664066,-0.06086496,0.1281976,-0.009435332,-0.9898342,-0.02025551,1.162696,0.6380026,0.4088791,0.07438629,0.4652715,-0.7815414,0.2400546,1.243938,0.542311,0.6268601,0.1718517,0.4769084,-0.5916685,1
30.36614,0.1079015,1.215063,0.2663547,-0.06101579,0.1278849,-0.009908839,-0.9898608,-0.02011716,1.162657,0.638169,0.4081239,0.07415011,0.4660665,-0.7814849,0.2402145,1.243759,0.5421568,0.6267089,0.1719019,0.4775082,-0.5913303,1
30.37731,0.1077566,1.214942,0.2663258,-0.06122173,0.1278764,-0.01019571,-0.9898462,-0.01982588,1.16265,0.6381033,0.4077495,0.07383017,0.4658569,-0.7818357,0.2402442,1.24361,0.5420862,0.6266003,0.1724075,0.477715,-0.5911313,1
30.38843,0.1076239,1.214904,0.2662521,-0.06141729,0.1277399,-0.01060485,-0.9898475,-0.01966041,1.162796,0.6381639,0.4077353,0.07361558,0.4647508,-0.7825212,0.2402138,1.243545,0.5419115,0.6267819,0.1730919,0.4775434,-0.5908773,1
30.39957,0.1074576,1.214851,0.2662507,-0.06154318,0.1277808,-0.01118966,-0.9898279,-0.01928115,1.163059,0.6380797,0.4079746,0.07356019,0.464324,-0.7826551,0.2401879,1.243469,0.5417145,0.6274576,0.1727553,0.4764168,-0.591168,1
30.41067,0.1072875,1.214846,0.2662451,-0.0615128,0.1276318,-0.01168683,-0.9898433,-0.01899242,1.163211,0.6381038,0.4082865,0.07349633,0.4646454,-0.7823075,0.2402152,1.243313,0.5415838,0.6282453,0.1721077,0.4757372,-0.5910676,1
30.42196,0.10711,1.214863,0.2662676,-0.06145307,0.1274541,-0.01203629,-0.9898658,-0.01863772,1.163488,0.6381617,0.4086837,0.07347052,0.4653309,-0.7816951,0.2402601,1.243088,0.5415677,0.6283063,0.1718772,0.476424,-0.5905164,1
30.43297,0.1069298,1.214901,0.2662852,-0.06147175,0.1272059,-0.01217857,-0.9898948,-0.01831883,1.16361,0.6381801,0.4087352,0.07334095,0.4660939,-0.7812254,0.2403797,1.243005,0.5414891,0.6280932,0.1715636,0.476923,-0.5904315,1
30.44408,0.1067518,1.21495,0.2662897,-0.06140317,0.1269257,-0.01250461,-0.9899309,-0.01803738,1.163854,0.6381223,0.4084291,0.07296838,0.4663257,-0.7812821,0.2405709,1.242783,0.5417219,0.6273297,0.171094,0.4777677,-0.5906965,1
30.45501,0.1065997,1.214964,0.266319,-0.06119782,0.126795,-0.01291438,-0.9899551,-0.01757902,1.164081,0.638071,0.4086018,0.07225331,0.4660878,-0.7814001,0.2406572,1.242696,0.5418197,0.6268443,0.1710584,0.4784638,-0.5906588,1
30.46617,0.1064255,1.214992,0.266279,-0.06114205,0.126626,-0.01350608,-0.9899724,-0.01738417,1.164356,0.638007,0.4089371,0.07195599,0.4651012,-0.7818401,0.240696,1.242575,0.5419896,0.6268112,0.1710647,0.4785976,-0.5905836,1
30.47739,0.1062546,1.215043,0.2662587,-0.06082822,0.1264093,-0.01418192,-0.99001,-0.0173623,1.164434,0.6378004,0.4096067,0.07195068,0.4645503,-0.7818174,0.2407709,1.242474,0.5420364,0.6270335,0.1707994,0.4782512,-0.5907049,1
30.48845,0.1061804,1.215184,0.2662333,-0.06070229,0.1263441,-0.01477572,-0.9900172,-0.01728094,1.164764,0.6376915,0.4102262,0.07232641,0.4642848,-0.7816156,0.2407281,1.242458,0.5421817,0.6273568,0.1705038,0.4772639,-0.5912454,1
30.49949,0.1060268,1.215247,0.266216,-0.06043654,0.1263521,-0.01538571,-0.9900232,-0.01739472,1.165222,0.6377211,0.4108567,0.07298793,0.4641575,-0.7812986,0.2405847,1.24247,0.5423025,0.6276568,0.1700179,0.4763492,-0.5918042,1
30.51063,0.1058182,1.215258,0.266164,-0.06016555,0.1262937,-0.01586494,-0.9900396,-0.01739502,1.165581,0.6377679,0.4113455,0.07360834,0.4639849,-0.7810856,0.2407057,1.242422,0.5425293,0.6278394,0.1698854,0.476552,-0.5914854,1
30.52165,0.1056744,1.215338,0.2661247,-0.06000779,0.1261038,-0.01630849,-0.9900661,-0.01726061,1.165781,0.6376639,0.4118572,0.07387049,0.4640868,-0.7807307,0.2410762,1.242277,0.5427116,0.6277271,0.1696271,0.4771467,-0.591199,1
30.53286,0.1055653,1.215438,0.2660744,-0.05980951,0.1259456,-0.01677747,-0.9900905,-0.01705998,1.166012,0.6375248,0.4119219,0.07377332,0.4644375,-0.7804971,0.241189,1.242258,0.5429977,0.6276011,0.1692872,0.477239,-0.5913557,1
30.54412,0.1054695,1.215526,0.2659768,-0.05934725,0.1256301,-0.01728522,-0.9901497,-0.01695514,1.166154,0.6375308,0.4121992,0.07365371,0.4645151,-0.7803158,0.2413019,1.242268,0.5431557,0.6274412,0.1685044,0.4770209,-0.5919247,1
30.55502,0.105373,1.215603,0.2659112,-0.0590964,0.1254333,-0.01772548,-0.9901819,-0.01671726,1.16638,0.6374255,0.4123148,0.07361223,0.4644105,-0.780321,0.2415453,1.242218,0.5434219,0.6273991,0.1679971,0.4771849,-0.5919814,1
30.56633,0.1053203,1.215698,0.265824,-0.05869351,0.1250921,-0.01823203,-0.9902397,-0.01661903,1.166492,0.6374817,0.4123479,0.07325535,0.4639513,-0.7806103,0.2417048,1.242319,0.5435117,0.6275474,0.1677346,0.477361,-0.5917566,1
30.57724,0.1052556,1.215766,0.2657429,-0.05835653,0.12465,-0.01866451,-0.9903074,-0.01647556,1.166729,0.6372793,0.4126905,0.07299537,0.4636609,-0.7806261,0.241802,1.242308,0.5436059,0.6278208,0.1670607,0.4771178,-0.5918534,1
30.58829,0.105218,1.215878,0.2656984,-0.05792447,0.1243318,-0.01908591,-0.9903646,-0.01659757,1.166558,0.6371536,0.4131684,0.07293962,0.463809,-0.7802904,0.2418513,1.242613,0.5434444,0.6282167,0.1664118,0.4761304,-0.5924109,1
30.59941,0.105175,1.216002,0.2656455,-0.05751406,0.1238372,-0.0195919,-0.9904407,-0.01661748,1.1665,0.6373531,0.4132439,0.07310173,0.4643661,-0.7799038,0.2419289,1.242706,0.5434277,0.6282502,0.1662584,0.4760306,-0.5924987,1
30.61062,0.1051704,1.21615,0.2656229,-0.05714791,0.1235159,-0.01998327,-0.9904941,-0.01655585,1.166449,0.6374335,0.4130075,0.07308077,0.4651728,-0.7795501,0.2420293,1.24287,0.5433945,0.6280854,0.1663821,0.4766036,-0.592178,1
30.62163,0.1051603,1.216297,0.2655934,-0.05657106,0.1230572,-0.02039493,-0.990576,-0.01645398,1.16658,0.637676,0.412642,0.07301962,0.4653893,-0.7796201,0.2421216,1.243062,0.5433249,0.6282856,0.1657875,0.47668,-0.5920708,1
30.63277,0.1052349,1.216391,0.2654793,-0.05590237,0.1226388,-0.02064248,-0.9906607,-0.01639944,1.166587,0.6377316,0.4126118,0.07291356,0.4654369,-0.7796175,0.2421438,1.243166,0.5432342,0.6284011,0.1653082,0.4770134,-0.5918137,1
30.64389,0.105253,1.216566,0.2654551,-0.05528471,0.1221893,-0.02084416,-0.9907466,-0.01647162,1.16677,0.6375722,0.4126398,0.07282891,0.4649113,-0.7799243,0.2422119,1.243305,0.5430966,0.6284486,0.1656627,0.4775871,-0.5912012,1
30.65497,0.1052593,1.216655,0.2654033,-0.05443881,0.1216954,-0.02095854,-0.9908519,-0.01651859,1.166811,0.6373622,0.4132778,0.07263878,0.4641207,-0.780075,0.2421869,1.243481,0.5429569,0.628468,0.1664265,0.4781635,-0.5904997,1
30.66603,0.105313,1.216782,0.2653659,-0.05390147,0.1210821,-0.02101971,-0.9909551,-0.01651806,1.166766,0.6373885,0.4132852,0.07266136,0.4642046,-0.7800191,0.242064,1.243674,0.5427687,0.6285693,0.1664161,0.4778028,-0.5906867,1
30.67723,0.1053765,1.216939,0.2653515,-0.05327467,0.1205726,-0.02099756,-0.9910516,-0.01639766,1.166669,0.6374745,0.4130621,0.07253525,0.4645685,-0.7799324,0.2420102,1.243688,0.5428155,0.6286002,0.1664605,0.4776914,-0.5907315,1
30.68831,0.1055185,1.217095,0.2652649,-0.05262168,0.1199153,-0.0210612,-0.9911648,-0.01632559,1.166551,0.6375532,0.4129393,0.0723765,0.464986,-0.7797633,0.2418425,1.243845,0.5427387,0.628632,0.1669813,0.477526,-0.5906844,1
30.69952,0.1056117,1.217251,0.2652378,-0.05194696,0.1193094,-0.02121299,-0.9912703,-0.01621252,1.166458,0.6375647,0.4131568,0.0720937,0.4650554,-0.779633,0.2417226,1.243931,0.5425243,0.6292124,0.16694,0.4764067,-0.5909818,1
30.71046,0.1057984,1.217423,0.2651507,-0.05129851,0.1187209,-0.0212732,-0.9913734,-0.01610446,1.166404,0.637525,0.4135825,0.0718481,0.4648948,-0.7795258,0.241567,1.244084,0.5423529,0.6297488,0.1670372,0.475715,-0.5909402,1
30.7218,0.1059327,1.217591,0.2651147,-0.05054655,0.1181411,-0.02130437,-0.9914806,-0.01609254,1.166324,0.6375722,0.4135359,0.07183571,0.4648086,-0.7796028,0.2413887,1.244135,0.5421654,0.6299909,0.167724,0.4757177,-0.5904852,1
30.73279,0.1060396,1.217655,0.2650601,-0.04980423,0.1174695,-0.02129332,-0.9915983,-0.01606858,1.166211,0.6376206,0.4134606,0.07182258,0.4649191,-0.7795781,0.2413017,1.244269,0.5421601,0.6299138,0.1682951,0.4760609,-0.5901284,1
30.744,0.1061484,1.217811,0.2650272,-0.04909919,0.1169637,-0.02122439,-0.9916947,-0.01616871,1.166169,0.6377182,0.4131655,0.07203177,0.4652881,-0.7794951,0.2412186,1.244315,0.5422223,0.629689,0.1682115,0.4763275,-0.5901769,1
30.75493,0.1061946,1.218008,0.2650507,-0.04849452,0.1165234,-0.02113233,-0.9917782,-0.01599121,1.166063,0.6377087,0.4129383,0.07189231,0.46534,-0.7795974,0.2412938,1.244388,0.5420486,0.6296439,0.1681904,0.4766701,-0.5899545,1
30.766,0.1062842,1.218128,0.2649755,-0.04770819,0.1161123,-0.02079975,-0.9918716,-0.01590008,1.165923,0.6377382,0.4130089,0.07165761,0.4657066,-0.7793629,0.2413678,1.244407,0.5421037,0.629519,0.1680168,0.477245,-0.5896723,1
30.77708,0.1063694,1.218289,0.264942,-0.04687238,0.1157667,-0.02057302,-0.9919567,-0.01600778,1.165637,0.6377547,0.4128998,0.07152893,0.4661495,-0.7791675,0.2413847,1.244441,0.5421329,0.6294463,0.1679796,0.4775494,-0.5895141,1
30.78826,0.1064732,1.218469,0.2648193,-0.04625255,0.1154149,-0.02027871,-0.9920327,-0.01590341,1.165432,0.6378288,0.4127872,0.0711567,0.4665426,-0.7790261,0.2413363,1.244392,0.5422398,0.6293104,0.1675859,0.4776545,-0.5896861,1
30.79926,0.1065485,1.218618,0.2647881,-0.04545963,0.1150081,-0.01995198,-0.9921232,-0.01587236,1.165268,0.6378361,0.4126499,0.07090621,0.4666463,-0.7790594,0.2413589,1.244377,0.5423383,0.6292316,0.166754,0.4773772,-0.5902303,1
30.81047,0.1066651,1.21874,0.2647185,-0.04475097,0.1147456,-0.01982252,-0.9921885,-0.0158636,1.165251,0.6378232,0.4131252,0.07097517,0.4659157,-0.7792386,0.241325,1.244333,0.5425041,0.6291943,0.1663039,0.4771373,-0.5905911,1
30.8216,0.1067469,1.21889,0.2646906,-0.04389934,0.1144221,-0.01956437,-0.992269,-0.0157373,1.165205,0.6375979,0.4136221,0.07129979,0.4657364,-0.7790525,0.2413955,1.244293,0.5425833,0.629368,0.1661738,0.4770497,-0.5905133,1
30.83278,0.1068746,1.219095,0.2646091,-0.04312615,0.114186,-0.01934195,-0.9923344,-0.0157584,1.165197,0.6375896,0.4138129,0.07177503,0.4660236,-0.7787358,0.2415233,1.244236,0.542536,0.6295244,0.1665041,0.4768506,-0.5904143,1
30.84371,0.1069446,1.219276,0.264591,-0.04227478,0.1138866,-0.01914786,-0.9924093,-0.01574796,1.165242,0.6374562,0.4139054,0.07226687,0.4671556,-0.7779624,0.2416198,1.244225,0.5425671,0.6296993,0.1668911,0.4766844,-0.5902527,1
30.8549,0.1070322,1.219506,0.2645935,-0.04148315,0.1136231,-0.01898347,-0.992476,-0.01567471,1.165234,0.6373985,0.4139522,0.07261872,0.4685558,-0.7770623,0.2418956,1.244069,0.5424719,0.6300184,0.1669739,0.4767223,-0.5898581,1
30.86602,0.1071292,1.219702,0.2646064,-0.04082901,0.1133731,-0.01888009,-0.9925337,-0.01564002,1.165233,0.6374054,0.4139939,0.07288028,0.4696026,-0.7763832,0.2422379,1.243959,0.5425266,0.629995,0.1665435,0.4775607,-0.5893262,1
30.87711,0.1072063,1.219866,0.2645959,-0.04016618,0.1130964,-0.01881512,-0.9925935,-0.01567745,1.165031,0.637435,0.4141466,0.07310044,0.4701925,-0.7759241,0.2425278,1.24368,0.5427461,0.6298597,0.1646335,0.4784376,-0.5892962,1
30.88817,0.1072699,1.220003,0.2645863,-0.03948209,0.1127911,-0.01872887,-0.9926573,-0.01557118,1.165048,0.6373979,0.4142796,0.07254753,0.470107,-0.7759566,0.2429829,1.243719,0.5427205,0.6298033,0.1631422,0.4791396,-0.589201,1
30.89923,0.1073879,1.220157,0.2645797,-0.03878045,0.1125427,-0.01853141,-0.992717,-0.0155133,1.165105,0.6373664,0.4143381,0.07218707,0.4693847,-0.7763963,0.2433311,1.243543,0.5429015,0.6294375,0.1616724,0.4799173,-0.589364,1
30.91041,0.1074239,1.220262,0.2645304,-0.03829562,0.1123555,-0.0184061,-0.9927592,-0.01557636,1.16521,0.6372805,0.414541,0.07234158,0.4686597,-0.7767113,0.2434449,1.243331,0.5431985,0.6288552,0.1619387,0.4805207,-0.5894209,1
30.92152,0.107462,1.220422,0.2645156,-0.03767694,0.1120788,-0.01825746,-0.9928169,-0.01572418,1.165323,0.6372288,0.4143767,0.07242233,0.468681,-0.7767786,0.24342,1.243283,0.5433185,0.6287526,0.1628105,0.4798093,-0.5898694,1
30.93266,0.1075391,1.22064,0.2645037,-0.03700915,0.1119499,-0.01809919,-0.9928596,-0.01574939,1.165293,0.6372527,0.4143288,0.07253078,0.4691338,-0.7765207,0.2433853,1.243205,0.5431569,0.6294172,0.1636116,0.4784279,-0.5900611,1
30.94377,0.1075889,1.220804,0.2644905,-0.03633706,0.1117781,-0.01795272,-0.9929063,-0.01571107,1.165356,0.6372312,0.4145121,0.07224405,0.4693972,-0.7762904,0.2434744,1.243078,0.5430632,0.6301432,0.1638217,0.4777102,-0.5898093,1
30.95489,0.1076317,1.221001,0.2644264,-0.035613,0.1114685,-0.01791646,-0.9929681,-0.01557761,1.165596,0.6371638,0.414769,0.07188898,0.4695361,-0.7761022,0.2438074,1.242821,0.5431757,0.6308911,0.163395,0.4772685,-0.5894856,1
