Time,HMDP.x,HMDP.y,HMDP.z,HMDR_Q.x,HMDR_Q.y,HMDR_Q.z,HMDR_Q.w,LeftHandP.x,LeftHandP.y,LeftHandP.z,LeftHandR_Q.x,LeftHandR_Q.y,LeftHandR_Q.z,LeftHandR_Q.w,RightHandP.x,RightHandP.y,RightHandP.z,RightHandR_Q.x,RightHandR_Q.y,RightHandR_Q.z,RightHandR_Q.w,TriggerPull
8.687222,0.1650507,1.217222,0.2811676,-0.09145551,0.002136093,-0.04474592,-0.9948012,0.1711819,1.16158,0.6940603,0.4163053,-0.1004702,0.4387465,-0.7899982,0.5009024,1.228929,0.5191399,0.6632393,-0.02287302,0.4920468,-0.563454,0
8.69845,0.1649617,1.216737,0.2812178,-0.09333918,0.003458747,-0.04453473,-0.9946319,0.1717968,1.161592,0.6941892,0.4152954,-0.1026091,0.4371587,-0.7911342,0.4957541,1.229907,0.5200217,0.6648934,-0.02265936,0.4843242,-0.5681844,0
8.709684,0.1649154,1.216248,0.2812592,-0.09524626,0.004820537,-0.04421232,-0.9944597,0.1726589,1.161269,0.6942035,0.4147326,-0.1040183,0.4386691,-0.790409,0.4910741,1.230801,0.520362,0.6677333,-0.02195313,0.4770018,-0.5710689,0
8.720642,0.1648383,1.215736,0.2812751,-0.0971848,0.006264464,-0.04352037,-0.9942946,0.173613,1.16089,0.69437,0.4146218,-0.1042636,0.4425128,-0.7882896,0.486886,1.231201,0.5208715,0.6690403,-0.01727975,0.4758239,-0.5706822,0
8.731851,0.1647502,1.215284,0.2813233,-0.09923439,0.007442775,-0.04281699,-0.9941147,0.1744676,1.160682,0.6943021,0.4147117,-0.1049712,0.4449371,-0.7867823,0.482734,1.231867,0.521789,0.6691679,-0.01334088,0.4739777,-0.5721726,0
8.742915,0.1646886,1.214841,0.2813125,-0.1012722,0.008725735,-0.04197204,-0.9939347,0.1752152,1.160612,0.6940733,0.4152616,-0.1055163,0.446568,-0.7854942,0.4785999,1.232629,0.523033,0.6679275,-0.01072878,0.4711731,-0.5759806,0
8.753959,0.1646198,1.214483,0.2813613,-0.1029947,0.01000593,-0.04114113,-0.9937804,0.1758716,1.160649,0.6938273,0.4150835,-0.1064906,0.4461021,-0.7857215,0.4745427,1.233044,0.5243729,0.6666105,-0.008381327,0.4695924,-0.5788292,0
8.765242,0.1645418,1.214104,0.2813711,-0.1044583,0.01120544,-0.04020232,-0.9936533,0.1765152,1.1609,0.6936955,0.414471,-0.1074487,0.4445309,-0.7868042,0.4708807,1.233603,0.5257539,0.6653545,-0.006784225,0.4684881,-0.5811854,0
8.776256,0.1644313,1.213777,0.2814317,-0.1056713,0.01236358,-0.03929062,-0.9935477,0.1771313,1.160942,0.6934963,0.4140301,-0.1083566,0.4434986,-0.7874942,0.4671489,1.234105,0.5270327,0.6646399,-0.00507572,0.465743,-0.5842188,0
8.787218,0.1643589,1.213525,0.2814954,-0.1068186,0.0135462,-0.03844242,-0.9934428,0.1776751,1.161261,0.6933208,0.4140638,-0.108668,0.4422269,-0.7881485,0.4635694,1.234737,0.5285065,0.6642408,-0.003183462,0.4616141,-0.5879511,0
8.798304,0.1642679,1.213284,0.2815982,-0.1076719,0.01451619,-0.03764741,-0.9933674,0.1782558,1.161438,0.6929577,0.41445,-0.109261,0.4417072,-0.788155,0.4600165,1.235155,0.5296701,0.6643268,-0.0004343762,0.4582072,-0.5905218,0
8.80951,0.1642596,1.213199,0.2817066,-0.1085659,0.01527277,-0.03668781,-0.9932947,0.1789372,1.161672,0.6926472,0.4150519,-0.1096609,0.4416861,-0.7877942,0.4570684,1.235419,0.53097,0.6638123,0.002414869,0.4571497,-0.5919136,0
8.820592,0.1642284,1.213083,0.2817359,-0.1093701,0.01601092,-0.03584258,-0.9932256,0.1793867,1.161611,0.6923088,0.4153576,-0.1100478,0.4416195,-0.7876165,0.453931,1.235383,0.5323536,0.663339,0.003709781,0.4556972,-0.5935552,0
8.831675,0.1642197,1.21303,0.2817931,-0.1102839,0.01643448,-0.03510274,-0.9931442,0.1797789,1.161796,0.6918979,0.415463,-0.110223,0.4416128,-0.7875403,0.4516256,1.235368,0.5335076,0.6630024,0.003045244,0.4534643,-0.5956416,0
8.842916,0.1642107,1.21292,0.2817723,-0.11104,0.01690788,-0.03435161,-0.9930782,0.1800332,1.162053,0.6917123,0.4159312,-0.1106194,0.4410137,-0.7875732,0.4490042,1.23532,0.5346875,0.6623464,0.00438172,0.4526481,-0.5969823,0
8.853979,0.1642504,1.212852,0.2818034,-0.1118694,0.01718951,-0.03373858,-0.9930012,0.1804682,1.162196,0.6912568,0.4165277,-0.1110159,0.4402896,-0.7876073,0.4467266,1.235321,0.5358342,0.6613525,0.006419425,0.4530908,-0.5977293,0
8.865155,0.1642599,1.21284,0.2817622,-0.1123291,0.01740507,-0.03339858,-0.9929572,0.1807548,1.162553,0.6907973,0.4173184,-0.1110637,0.4392332,-0.7877718,0.4451838,1.235197,0.5372257,0.659295,0.00791815,0.4548528,-0.5986454,0
8.876139,0.164332,1.212862,0.2816803,-0.1126182,0.01762179,-0.03310896,-0.9929302,0.1810744,1.162981,0.6905339,0.4173686,-0.1115653,0.4383953,-0.788141,0.4434015,1.235323,0.5382142,0.658059,0.007974676,0.4532598,-0.6012073,0
8.887163,0.1643614,1.212878,0.2816358,-0.1128002,0.01787796,-0.03302352,-0.9929078,0.1813934,1.163256,0.69019,0.4175727,-0.1121122,0.4375283,-0.7884369,0.4416366,1.23537,0.539272,0.6570914,0.008672332,0.4517528,-0.6033863,0
8.89839,0.1643335,1.212847,0.2815462,-0.1128325,0.01822381,-0.03311064,-0.9928949,0.1816735,1.163299,0.6897822,0.4174784,-0.1126582,0.4365958,-0.788926,0.4396539,1.235372,0.5404154,0.656372,0.0092002,0.4496682,-0.6057142,0
8.909637,0.1643416,1.212885,0.2815574,-0.1128169,0.01833019,-0.03307557,-0.992896,0.1818578,1.163608,0.6895623,0.4172708,-0.1131332,0.435809,-0.7894028,0.4380182,1.2354,0.5411613,0.6562922,0.009709349,0.4472587,-0.6075739,0
8.920539,0.164346,1.212935,0.2815031,-0.1126367,0.01834537,-0.03307193,-0.9929162,0.181946,1.16399,0.689236,0.4173926,-0.1132272,0.4352643,-0.7896252,0.436429,1.235379,0.5418444,0.6567311,0.01010657,0.4453411,-0.608501,0
8.931687,0.1643558,1.212986,0.2815008,-0.1126024,0.01840315,-0.03308621,-0.9929187,0.1820625,1.164383,0.6890242,0.4177647,-0.1131458,0.4348361,-0.789676,0.4353287,1.235131,0.5419722,0.6584101,0.009698808,0.443894,-0.6077502,0
8.942921,0.1643591,1.21304,0.2814335,-0.1124243,0.01837183,-0.03309708,-0.992939,0.1822294,1.165015,0.6888592,0.4183289,-0.1125925,0.4348675,-0.7894393,0.4344249,1.234771,0.5422709,0.6591026,0.00963507,0.4441063,-0.6068448,0
8.954322,0.1643496,1.213119,0.2813298,-0.1123812,0.01834572,-0.03308993,-0.9929447,0.1823993,1.165412,0.6886472,0.4187766,-0.1123337,0.4344916,-0.7894456,0.4336579,1.234179,0.5427877,0.6579932,0.01017234,0.4453314,-0.607142,0
8.965248,0.1643447,1.213115,0.281177,-0.1121131,0.01847075,-0.03345168,-0.9929605,0.1823593,1.166001,0.6885304,0.4200034,-0.1110817,0.4344391,-0.7889999,0.432781,1.233879,0.5436642,0.6558993,0.01037305,0.4463629,-0.6086449,0
8.976027,0.1641793,1.213209,0.281061,-0.1119333,0.01850056,-0.03372987,-0.9929708,0.1825047,1.166204,0.6881872,0.420555,-0.110334,0.4345789,-0.7887338,0.4317009,1.233613,0.5445391,0.6541032,0.009953676,0.4451836,-0.6114421,0
8.987117,0.1641418,1.21328,0.2809272,-0.1119185,0.01863695,-0.03397971,-0.9929615,0.1826065,1.166446,0.688016,0.4206925,-0.1100914,0.4347664,-0.788591,0.4305515,1.233484,0.5452209,0.6533068,0.009723184,0.4433818,-0.6136027,0
8.99826,0.1642302,1.213245,0.2807761,-0.1119795,0.01892078,-0.03430006,-0.9929381,0.1826841,1.166528,0.687994,0.4203535,-0.1105559,0.4348868,-0.7886407,0.4295948,1.233007,0.5456914,0.6536523,0.01012188,0.4412921,-0.6147337,0.01176471
9.009682,0.1641264,1.213289,0.2805712,-0.11193,0.01910417,-0.03447594,-0.9929341,0.1828216,1.166565,0.6878112,0.4200232,-0.111073,0.4349452,-0.7887115,0.4286666,1.232753,0.545722,0.6550238,0.01022708,0.4388102,-0.6150487,0.03921569
9.020551,0.1640651,1.21335,0.280429,-0.1117836,0.0193758,-0.0346885,-0.9929379,0.1830003,1.16674,0.687629,0.4197361,-0.1116016,0.435003,-0.7887579,0.4278829,1.232459,0.5456674,0.6560633,0.01128043,0.4381433,-0.6143974,0.1254902
9.031706,0.1638746,1.213542,0.2804663,-0.1116607,0.01955521,-0.03477163,-0.9929453,0.1831809,1.166816,0.6874752,0.4197305,-0.1119044,0.4349901,-0.7887251,0.4273791,1.232149,0.5458916,0.6557439,0.01154817,0.4387037,-0.6143335,0.2509804
9.042698,0.1638086,1.213607,0.2803273,-0.1116335,0.01981163,-0.03480713,-0.992942,0.1832836,1.166975,0.6873969,0.4200855,-0.111841,0.4346218,-0.7887481,0.4266086,1.231788,0.5466152,0.654746,0.01105685,0.4387036,-0.615406,0.3843138
9.053799,0.1636406,1.213694,0.2803138,-0.1114556,0.01993524,-0.03478827,-0.9929603,0.1833289,1.167209,0.6871333,0.4209767,-0.1118051,0.4340563,-0.7885897,0.4263304,1.231493,0.547137,0.6528316,0.01002811,0.4388904,-0.6173213,0.5372549
9.064992,0.16354,1.213732,0.2801872,-0.1113265,0.02010556,-0.03486341,-0.9929687,0.1833543,1.167532,0.6869409,0.4216238,-0.1113809,0.4336821,-0.7885097,0.4259477,1.231327,0.547709,0.6517223,0.009316576,0.438858,-0.6185263,0.7176471
9.076083,0.1634227,1.213846,0.2802084,-0.111262,0.0203722,-0.03499255,-0.992966,0.1832466,1.16774,0.6867305,0.422108,-0.110851,0.4336843,-0.7883242,0.4257247,1.231124,0.5479714,0.6512753,0.008705836,0.4391119,-0.6188258,0.937255
9.087147,0.1633537,1.213889,0.2800853,-0.1112309,0.020646,-0.03516167,-0.9929578,0.1831851,1.168091,0.6865749,0.4220282,-0.1104469,0.4339405,-0.7882826,0.4257731,1.230926,0.5481984,0.6517953,0.00744768,0.4392975,-0.6181627,1
9.098318,0.1632377,1.213919,0.2800611,-0.1113079,0.02093618,-0.03534701,-0.9929366,0.1830993,1.16837,0.6865276,0.4217716,-0.1103247,0.4335847,-0.7886328,0.4260027,1.23055,0.5474751,0.652613,0.008059778,0.440201,-0.6166477,1
9.109332,0.1632336,1.213927,0.2798489,-0.1111856,0.02110733,-0.03541468,-0.9929442,0.1830578,1.168639,0.6863493,0.4219242,-0.1102968,0.4328978,-0.7889322,0.4259779,1.230777,0.5473616,0.652909,0.009160088,0.4402863,-0.616258,1
9.120516,0.1631753,1.21392,0.2797083,-0.1110688,0.02130865,-0.03538496,-0.992954,0.1830161,1.168963,0.6860914,0.4223095,-0.1102523,0.4313887,-0.7895587,0.4262325,1.231011,0.5470042,0.6525981,0.009517938,0.4398019,-0.6169274,1
9.131633,0.1631062,1.21391,0.2795526,-0.111017,0.02136194,-0.03541467,-0.9929575,0.1829237,1.169335,0.6858914,0.4228298,-0.1097031,0.4303119,-0.7899442,0.4262072,1.231189,0.5469509,0.6522754,0.009755366,0.4397412,-0.6173081,1
9.142664,0.1630702,1.213906,0.2794533,-0.1108209,0.02145442,-0.03532858,-0.9929805,0.1830646,1.169527,0.6856074,0.4230161,-0.1092697,0.4301172,-0.7900108,0.4265494,1.231294,0.5466766,0.652308,0.009315341,0.4394917,-0.6174582,1
9.153885,0.162969,1.213891,0.2793693,-0.1107733,0.02139439,-0.03534141,-0.9929867,0.1831319,1.169608,0.6854479,0.4231726,-0.1091968,0.4306872,-0.7896264,0.4268737,1.231509,0.5461889,0.6528475,0.008934096,0.4396338,-0.6167921,1
9.16502,0.1629303,1.213839,0.2792693,-0.1105815,0.02137054,-0.03524917,-0.993012,0.1832092,1.169862,0.6852651,0.4234669,-0.1091228,0.4308794,-0.7893739,0.4271733,1.231683,0.5456247,0.6535793,0.009153415,0.4405534,-0.615356,1
9.175967,0.1629483,1.213783,0.2791909,-0.1104914,0.02123185,-0.03510508,-0.99303,0.1833163,1.169996,0.6850927,0.4238523,-0.1088993,0.4308542,-0.7892115,0.4273585,1.231803,0.545278,0.6536814,0.009737385,0.4415365,-0.6145334,1
9.18703,0.1629132,1.213721,0.2790717,-0.1105127,0.02103144,-0.03507655,-0.9930329,0.1834521,1.170117,0.6849273,0.4241769,-0.1086475,0.4311085,-0.788933,0.4275959,1.232237,0.5450573,0.6532388,0.01015667,0.4423577,-0.6144068,1
9.198233,0.1629202,1.213576,0.2789532,-0.1104415,0.02091067,-0.0350058,-0.9930459,0.183615,1.170165,0.6848165,0.4239655,-0.1090041,0.4313481,-0.7888664,0.4277439,1.232441,0.5448759,0.6528343,0.0108337,0.443464,-0.6140276,1
9.209273,0.1628731,1.213479,0.2788635,-0.1106141,0.02069007,-0.03515115,-0.9930262,0.1837422,1.170191,0.6846766,0.4238856,-0.1095245,0.4312249,-0.7889045,0.4281192,1.23276,0.5447311,0.6522409,0.0119706,0.445306,-0.6133035,1
9.220494,0.1628658,1.213374,0.2787442,-0.110842,0.02050694,-0.03518588,-0.9930034,0.1839368,1.1702,0.6845445,0.423803,-0.1099376,0.4309268,-0.7890545,0.4282515,1.233009,0.5443822,0.652019,0.0118768,0.445574,-0.6133468,1
9.231543,0.1628817,1.213298,0.2786797,-0.111036,0.02023675,-0.03533718,-0.9929819,0.1840414,1.170295,0.6843773,0.4239324,-0.1101946,0.430025,-0.7894409,0.4284333,1.233358,0.5440162,0.6521463,0.01015834,0.444541,-0.6139913,1
9.242712,0.1628953,1.213158,0.2785552,-0.1111464,0.01999197,-0.03550733,-0.9929684,0.1840613,1.170286,0.6843457,0.4245746,-0.109738,0.4288841,-0.78978,0.4284627,1.233557,0.5436212,0.6528513,0.009636172,0.4437762,-0.6138037,1
9.253695,0.1628704,1.213034,0.2783934,-0.1114184,0.0197409,-0.03576252,-0.9929337,0.1841149,1.170416,0.6841203,0.4254234,-0.1094172,0.4285467,-0.7895508,0.42843,1.233697,0.5432755,0.6532369,0.01033289,0.4438654,-0.6133176,1
9.264878,0.1628895,1.212918,0.2782679,-0.1115712,0.01941746,-0.03599365,-0.9929146,0.1843021,1.170365,0.6837536,0.4255887,-0.1094976,0.4287771,-0.7893257,0.4282939,1.233924,0.5428383,0.6535919,0.01213242,0.4446695,-0.612323,1
9.275992,0.1629282,1.212837,0.2781115,-0.1117043,0.01914897,-0.03616753,-0.9928985,0.1844411,1.17005,0.68372,0.4249329,-0.1100594,0.4297081,-0.7890944,0.4281645,1.234317,0.5422766,0.6538086,0.01317623,0.444693,-0.6120531,1
9.28707,0.1629853,1.212739,0.2779584,-0.1118958,0.01863552,-0.03624145,-0.992884,0.1848016,1.169911,0.6835544,0.4247287,-0.110695,0.4297104,-0.7891141,0.4280676,1.234687,0.5420142,0.6538203,0.01377217,0.4443887,-0.6122484,1
9.298217,0.1630061,1.212681,0.2778541,-0.1118849,0.01821578,-0.03625681,-0.9928924,0.1850164,1.169796,0.6833893,0.4247988,-0.1114396,0.4287717,-0.7894821,0.4278175,1.234963,0.5417703,0.6543325,0.01378301,0.4431117,-0.6126263,1
9.30933,0.1631762,1.21242,0.2776507,-0.1119378,0.01782365,-0.03627904,-0.9928929,0.185272,1.16969,0.6832668,0.4246723,-0.1120085,0.4279393,-0.7899213,0.4276634,1.235128,0.541196,0.6554186,0.01357888,0.441934,-0.6123205,1
9.320444,0.1632578,1.212353,0.2775272,-0.1119506,0.01739102,-0.0362815,-0.9928989,0.1854124,1.169595,0.6832012,0.4246083,-0.1120256,0.4271264,-0.7903929,0.4275026,1.235434,0.5406628,0.6558828,0.01438561,0.4418271,-0.611882,1
9.331503,0.1632698,1.212309,0.2773989,-0.1120901,0.01692471,-0.03633903,-0.9928892,0.1855768,1.169541,0.6831089,0.4248634,-0.1116395,0.426553,-0.7906203,0.4273014,1.235725,0.5404111,0.6556562,0.01492746,0.4411003,-0.6126359,1
9.342626,0.1632638,1.21232,0.2772991,-0.1121426,0.01646579,-0.03639533,-0.9928889,0.1857002,1.169584,0.6829535,0.4253146,-0.1110891,0.4264558,-0.7905075,0.426983,1.235893,0.5401363,0.6553104,0.01547598,0.440592,-0.6133575,1
9.353728,0.1632828,1.212282,0.2771648,-0.1120758,0.01602074,-0.03634119,-0.9929057,0.1858114,1.169384,0.6829469,0.4249907,-0.1113796,0.4271257,-0.7902793,0.4267477,1.23611,0.5399605,0.6549906,0.0160246,0.4404641,-0.6137767,1
9.364987,0.1633633,1.212203,0.2769963,-0.1121427,0.01562158,-0.03630688,-0.9929057,0.1858819,1.169051,0.6829883,0.4246151,-0.1118995,0.4275547,-0.7901757,0.4265177,1.2362,0.5397207,0.6548153,0.01642032,0.4404997,-0.6139278,1
9.375971,0.1633936,1.212157,0.2769272,-0.1120399,0.01521557,-0.03631085,-0.9929235,0.1860276,1.168896,0.6829122,0.4245801,-0.1122867,0.4272874,-0.790284,0.4264581,1.236396,0.5395515,0.6547385,0.01711301,0.440906,-0.613699,1
9.386955,0.1633748,1.212215,0.2768484,-0.1120034,0.01485193,-0.03653964,-0.9929247,0.1861607,1.168809,0.6829689,0.4244237,-0.1126354,0.4267393,-0.7906145,0.4261734,1.236462,0.5393242,0.6547083,0.01809072,0.4408889,-0.6137157,1
9.398654,0.1633366,1.212281,0.276776,-0.1119803,0.01442267,-0.03676093,-0.9929255,0.1861899,1.168698,0.6830851,0.4240225,-0.1128486,0.4262136,-0.791083,0.4259545,1.236667,0.539323,0.6548919,0.0192546,0.4409299,-0.6134548,1
9.409184,0.1633327,1.212236,0.2766777,-0.1119062,0.0141156,-0.03695469,-0.9929311,0.1862826,1.168597,0.6830965,0.424087,-0.113061,0.4258617,-0.7912074,0.425736,1.236726,0.5391439,0.6549053,0.01993169,0.4405955,-0.6136591,1
9.420266,0.1632764,1.212258,0.2765696,-0.1118877,0.01370892,-0.0370355,-0.9929359,0.1862632,1.168602,0.6830767,0.4247528,-0.112514,0.4255678,-0.7910864,0.4254388,1.236856,0.5391655,0.6545559,0.0205682,0.440243,-0.6142635,1
9.431526,0.163263,1.212298,0.2764567,-0.1118468,0.01334117,-0.03719698,-0.9929395,0.1863317,1.168496,0.683037,0.4247777,-0.1124383,0.4254924,-0.7911243,0.4252043,1.236962,0.5390863,0.6542466,0.02128441,0.4400187,-0.614729,1
9.442608,0.1632049,1.212401,0.2763946,-0.1117609,0.01306798,-0.03726332,-0.9929503,0.1864142,1.168546,0.683031,0.4243994,-0.1124987,0.425735,-0.7911883,0.4248451,1.23698,0.5390201,0.6539277,0.022038,0.4394588,-0.6154421,1
9.453575,0.1631987,1.212448,0.2763025,-0.1116633,0.01268335,-0.03741042,-0.9929608,0.1866016,1.16853,0.683076,0.4242752,-0.11272,0.425666,-0.7912607,0.4245859,1.237131,0.5389713,0.6539469,0.02194454,0.4384517,-0.6161428,1
9.464817,0.1631066,1.212499,0.2762179,-0.1114629,0.01241259,-0.03740271,-0.992987,0.1866158,1.168588,0.6828777,0.4243312,-0.1124784,0.4252896,-0.7914674,0.4242086,1.237301,0.5389483,0.6539948,0.02174195,0.4377465,-0.6166005,1
9.475795,0.1630565,1.212556,0.2761089,-0.1112551,0.01208761,-0.03752635,-0.9930096,0.1864555,1.168822,0.6828766,0.4242592,-0.1124916,0.424886,-0.7917208,0.4240669,1.237429,0.538782,0.6544068,0.02166593,0.4375116,-0.6163327,1
9.487106,0.1629435,1.212645,0.2761434,-0.1111155,0.01181959,-0.03753249,-0.9930283,0.1864345,1.168927,0.6829789,0.4242231,-0.1129058,0.4239545,-0.7921803,0.4239774,1.237514,0.5385755,0.6548216,0.02189212,0.4373324,-0.6160113,1
9.498413,0.1629,1.21273,0.276076,-0.1109062,0.0115482,-0.03754178,-0.9930545,0.1864525,1.169223,0.6829368,0.4247456,-0.1128452,0.4223834,-0.792748,0.4238808,1.237475,0.5384214,0.6546663,0.02225696,0.4380387,-0.6156612,1
9.509221,0.1628779,1.212919,0.2759625,-0.1106938,0.01136466,-0.03760033,-0.9930781,0.1862863,1.169494,0.6827997,0.4247866,-0.1125501,0.4211553,-0.7934213,0.424,1.23753,0.5384403,0.6540345,0.0226324,0.4391392,-0.6155351,1
9.520437,0.162779,1.213051,0.2758992,-0.1105221,0.01111251,-0.03759982,-0.9931001,0.1862283,1.169691,0.6827877,0.4241359,-0.1123093,0.420545,-0.7941269,0.4238989,1.237477,0.5386378,0.6535552,0.02284214,0.4399744,-0.61544,1
9.531477,0.1626917,1.213116,0.2758772,-0.1103897,0.01095772,-0.03773049,-0.9931115,0.1861176,1.169894,0.6827044,0.4241703,-0.1126141,0.4196592,-0.7945338,0.4236933,1.237581,0.5386921,0.653379,0.022527,0.4394016,-0.6160477,1
9.54249,0.1625673,1.213256,0.2758374,-0.1101852,0.01089324,-0.03784437,-0.9931307,0.1860394,1.170062,0.6826394,0.4246247,-0.1128478,0.418654,-0.7947881,0.4234573,1.237684,0.5386662,0.6533049,0.022941,0.4388922,-0.6164739,1
9.554029,0.1624843,1.213382,0.2758058,-0.1099779,0.0108748,-0.03798342,-0.9931484,0.1860826,1.170293,0.6824478,0.4251954,-0.113324,0.4180284,-0.7947445,0.4231155,1.237879,0.5386621,0.653446,0.02393967,0.4380893,-0.6168573,1
9.564712,0.1624703,1.213463,0.275737,-0.1097121,0.0108409,-0.03814533,-0.9931721,0.186085,1.170362,0.6823657,0.4250014,-0.1133801,0.4184593,-0.7946135,0.4228857,1.238019,0.5386799,0.6535643,0.02454033,0.4374968,-0.617129,1
9.575746,0.1624002,1.213614,0.2756933,-0.109487,0.01082422,-0.0381818,-0.9931957,0.1860939,1.170395,0.6823819,0.4246208,-0.1134205,0.4191768,-0.7944329,0.4227855,1.238052,0.5386246,0.6539257,0.02427858,0.4365885,-0.6173998,1
9.586913,0.1622831,1.213673,0.2756422,-0.1092596,0.01083921,-0.03809366,-0.9932239,0.1860783,1.170493,0.6823899,0.4244339,-0.1133952,0.42052,-0.7938263,0.4227506,1.238085,0.5385754,0.6540828,0.02380576,0.4361936,-0.6175306,1
9.598065,0.1622136,1.213726,0.2755709,-0.109154,0.0108563,-0.03810085,-0.9932351,0.1861385,1.170555,0.6821893,0.4248808,-0.1136791,0.4211929,-0.7931898,0.4228195,1.237949,0.538793,0.6535261,0.02367149,0.4370993,-0.6174849,1
9.609252,0.1621016,1.213768,0.275556,-0.1088951,0.01087764,-0.03817259,-0.9932606,0.186067,1.170835,0.6820837,0.4252158,-0.1136432,0.4212788,-0.7929698,0.4228888,1.237907,0.5390793,0.6526159,0.02382883,0.4383586,-0.6175487,1
9.620244,0.1620133,1.213847,0.2754877,-0.108888,0.01087337,-0.03833841,-0.993255,0.1859448,1.171133,0.6820473,0.425218,-0.11362,0.4205144,-0.7933775,0.4229048,1.237983,0.53951,0.65145,0.02413862,0.4393679,-0.6180503,1
9.631283,0.1619045,1.213885,0.2754634,-0.1087313,0.01098194,-0.03846379,-0.993266,0.1857995,1.171399,0.6820066,0.4253052,-0.1134758,0.4200208,-0.7936128,0.4229184,1.237972,0.5397848,0.6507432,0.02480635,0.4404192,-0.6180201,1
9.642425,0.161832,1.213954,0.2754049,-0.1085985,0.01110233,-0.03862768,-0.993273,0.1855555,1.171757,0.6820687,0.425596,-0.1126421,0.4194677,-0.7938682,0.4228275,1.237911,0.540019,0.6505558,0.02486446,0.4404514,-0.618192,1
9.653455,0.1616889,1.214,0.2753715,-0.1085399,0.01099856,-0.038548,-0.9932836,0.185302,1.172147,0.6820439,0.4259285,-0.1118825,0.4188865,-0.7941041,0.4227437,1.237938,0.5400488,0.6508257,0.0244195,0.439478,-0.6186183,1
9.66471,0.1616046,1.214083,0.2753327,-0.1083761,0.01108507,-0.03864798,-0.9932966,0.1850442,1.172532,0.6820918,0.426273,-0.111271,0.4185578,-0.7941787,0.4227384,1.237873,0.5400673,0.6510404,0.0243577,0.4393136,-0.6185117,1
9.675861,0.1615763,1.214174,0.2752499,-0.1082182,0.01106017,-0.03869431,-0.9933124,0.1848429,1.172867,0.6820544,0.4265911,-0.1106817,0.418375,-0.7941865,0.4227116,1.23788,0.5401181,0.6509272,0.02463923,0.4396748,-0.618363,1
9.686802,0.1614544,1.21422,0.275205,-0.107872,0.0110685,-0.03886943,-0.9933431,0.1845975,1.173272,0.6820067,0.427088,-0.1098436,0.4185409,-0.7939484,0.4227935,1.237688,0.5401715,0.6503818,0.02398565,0.4403459,-0.6184851,1
9.697891,0.1614087,1.214293,0.2751421,-0.1076554,0.01118428,-0.0389892,-0.9933606,0.1844101,1.173588,0.6819738,0.4274339,-0.109256,0.4184751,-0.7938778,0.4227145,1.237666,0.5404147,0.6498808,0.02382352,0.4404949,-0.6189118,1
9.709109,0.1613064,1.214399,0.2750863,-0.1073222,0.01121569,-0.03910175,-0.9933918,0.1842238,1.173864,0.6819702,0.4278313,-0.1088311,0.4186259,-0.7936427,0.4226513,1.237689,0.5404844,0.6497262,0.02379833,0.4402815,-0.6192268,1
9.720352,0.161214,1.214498,0.2750456,-0.1070052,0.0112322,-0.03927595,-0.993419,0.1839361,1.174056,0.6816516,0.4278872,-0.1085522,0.4187949,-0.7935615,0.4224896,1.237655,0.5407034,0.6495852,0.02374245,0.4398758,-0.619665,1
9.731319,0.1611249,1.214596,0.2749871,-0.1066775,0.0112141,-0.03933795,-0.993452,0.1837715,1.174222,0.6816751,0.4275008,-0.1085629,0.4184054,-0.7939736,0.422459,1.237481,0.5404501,0.650061,0.0239095,0.4391914,-0.6196451,1
9.742438,0.1610457,1.214658,0.2749122,-0.1064374,0.0112716,-0.03965943,-0.9934642,0.1836063,1.174489,0.6816684,0.4276409,-0.1081569,0.4182644,-0.7940278,0.4223349,1.237419,0.5404417,0.6500251,0.02441686,0.4395106,-0.6194364,1
9.754098,0.1609483,1.214705,0.2748889,-0.1062737,0.01129023,-0.03979983,-0.9934759,0.1833923,1.174732,0.6816579,0.427753,-0.1075858,0.4182501,-0.7940526,0.4221386,1.237446,0.5404243,0.650121,0.02490235,0.4393929,-0.6194001,1
9.764644,0.1608852,1.214794,0.2748438,-0.1060284,0.0113725,-0.04000939,-0.9934928,0.1832857,1.174905,0.6815432,0.4283178,-0.1073724,0.4185891,-0.7935984,0.421896,1.237284,0.5406049,0.6498636,0.02476606,0.4391013,-0.6198823,1
9.775663,0.1608562,1.214866,0.2747921,-0.1058406,0.01145367,-0.04011643,-0.9935076,0.1831353,1.175113,0.6814524,0.4287442,-0.1070988,0.4186159,-0.7933908,0.4217801,1.237241,0.5406922,0.6495348,0.02493606,0.4396317,-0.6198441,1
9.786928,0.1607983,1.214936,0.2747641,-0.1055464,0.01142796,-0.04033577,-0.9935303,0.182848,1.175197,0.6813776,0.428942,-0.106688,0.4188585,-0.7932112,0.4218214,1.237208,0.540666,0.6491171,0.02512087,0.440727,-0.6194963,1
9.79797,0.1607375,1.215024,0.2747454,-0.1052347,0.01144376,-0.04043575,-0.9935592,0.182672,1.175397,0.6816044,0.4292591,-0.1061366,0.4191348,-0.7929678,0.4216909,1.237205,0.540724,0.648895,0.02526653,0.4409347,-0.6195753,1
9.809201,0.1606927,1.215095,0.2747037,-0.1049179,0.011482,-0.04068623,-0.993582,0.1825776,1.175394,0.6815518,0.4297311,-0.1057595,0.4197771,-0.7924224,0.4214334,1.237242,0.5407002,0.6490223,0.02512644,0.4401661,-0.6199939,1
